Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Role_Tenure_Ratio,ManagerTenureRatio,Promotion_Tenure_Ratio,Log_TotalWorkingYears,Log_YearsAtCompany,Log_YearsSinceLastPromotion,Log_MonthlyIncome,Attrition
39,Travel_Frequently,1218,R&D,1,Below School,Life Sciences,1,Medium,Male,52,High,Executive Level,Manager,High,Divorced,19197,8213,1,Yes,14,Good,High,80,1,21,3,Good,21,0.364,0.273,0.045,3.091042453358316,3.091042453358316,0.6931471805599453,9.862561385923483,No
56,Travel_Rarely,441,R&D,14,Masters,Life Sciences,1,Medium,Female,72,High,Entry Level,Research Scientist,Medium,Married,4963,4510,9,Yes,18,Good,Low,80,3,7,2,Good,5,0.667,0.5,0.667,2.0794415416798357,1.791759469228055,1.6094379124341003,8.509967146324497,Yes
55,Travel_Rarely,1441,R&D,22,Bachelors,Technical Degree,1,Low,Male,94,Medium,Entry Level,Research Scientist,Medium,Divorced,3537,23737,5,No,12,Good,Very High,80,1,8,1,Good,4,0.4,0.4,0.2,2.1972245773362196,1.6094379124341003,0.6931471805599453,8.17131687471973,No
34,Travel_Frequently,878,R&D,10,Masters,Medical,1,Very High,Male,43,High,Entry Level,Research Scientist,High,Divorced,3815,5972,1,Yes,17,Good,Very High,80,1,5,4,Excellent,5,0.5,0.0,0.333,1.791759469228055,1.791759469228055,1.0986122886681096,8.246958032568177,No
35,Travel_Rarely,528,HR,8,Masters,Technical Degree,1,High,Male,100,High,Entry Level,Human Resources,High,Single,4323,7108,1,No,17,Good,Medium,80,0,6,2,Poor,5,0.667,0.667,0.167,1.9459101490553132,1.791759469228055,0.6931471805599453,8.371936178759098,No
33,Travel_Rarely,832,R&D,5,Masters,Life Sciences,1,High,Female,63,Medium,Entry Level,Research Scientist,Very High,Married,2911,14776,1,No,13,Good,High,80,1,2,2,Average,2,0.667,0.667,0.0,1.0986122886681096,1.0986122886681096,0.0,7.976595409316577,No
31,Travel_Frequently,754,Sales,26,Masters,Marketing,1,Low,Male,63,High,Junior Level,Sales Executive,Very High,Married,5617,21075,1,Yes,11,Good,High,80,0,10,4,Good,10,0.636,0.727,0.0,2.3978952727983707,2.3978952727983707,0.0,8.633731007664188,Yes
28,Non-Travel,1103,R&D,16,Bachelors,Medical,1,High,Male,49,High,Entry Level,Research Scientist,High,Single,2144,2122,1,No,14,Good,High,80,0,5,3,Average,5,0.5,0.667,0.167,1.791759469228055,1.791759469228055,0.6931471805599453,7.6708948313621175,No
18,Travel_Frequently,544,Sales,3,School,Medical,1,Medium,Female,70,High,Entry Level,Sales Representative,Very High,Single,1569,18420,1,Yes,12,Good,High,80,0,0,2,Excellent,0,0.0,0.0,0.0,0.0,0.0,0.0,7.358830898342354,Yes
36,Travel_Rarely,164,Sales,2,School,Medical,1,Medium,Male,61,Medium,Mid Level,Sales Executive,High,Married,7596,3809,1,No,13,Good,Medium,80,2,10,2,Good,10,0.818,0.0,0.818,2.3978952727983707,2.3978952727983707,2.302585092994046,8.935508711503221,No
30,Travel_Rarely,1092,R&D,10,Bachelors,Medical,1,Low,Female,64,High,Mid Level,Manufacturing Director,High,Single,9667,2739,9,No,14,Good,Medium,80,0,9,3,Good,7,0.875,0.25,0.0,2.302585092994046,2.0794415416798357,0.0,9.176576741823373,No
45,Travel_Rarely,1457,R&D,7,Bachelors,Medical,1,Low,Female,83,High,Entry Level,Research Scientist,High,Married,4477,20100,4,Yes,19,Good,High,80,1,7,2,Average,3,0.5,0.5,0.0,2.0794415416798357,1.3862943611198906,0.0,8.4069317971587,No
54,Travel_Rarely,1147,Sales,3,Bachelors,Marketing,1,Very High,Female,52,High,Junior Level,Sales Executive,Low,Married,5940,17011,2,No,14,Good,Very High,80,1,16,4,Good,6,0.286,0.714,0.0,2.833213344056216,1.9459101490553132,0.0,8.689632748355741,No
32,Travel_Frequently,379,Sales,5,School,Life Sciences,1,Medium,Male,48,High,Junior Level,Sales Executive,Medium,Married,6524,8891,1,No,14,Good,Very High,80,1,10,3,Good,10,0.727,0.273,0.455,2.3978952727983707,2.3978952727983707,1.791759469228055,8.783396232190894,No
49,Travel_Frequently,279,R&D,8,Below School,Life Sciences,1,High,Male,61,Medium,Junior Level,Research Scientist,Medium,Married,5130,24907,1,No,23,Excellent,Very High,80,1,10,3,Good,10,0.636,0.636,0.091,2.3978952727983707,2.3978952727983707,0.6931471805599453,8.543055850941965,No
54,Non-Travel,142,HR,26,Bachelors,Human Resources,1,Very High,Female,30,Very High,Senior Level,Manager,Very High,Single,17328,13871,2,Yes,12,Good,High,80,0,23,3,Good,5,0.5,0.667,0.667,3.1780538303479458,1.791759469228055,1.6094379124341003,9.760136677640245,No
35,Travel_Rarely,1219,Sales,18,Bachelors,Medical,1,High,Female,86,High,Junior Level,Sales Executive,High,Married,4601,6179,1,No,16,Good,Medium,80,0,5,3,Good,5,0.333,0.0,0.167,1.791759469228055,1.791759469228055,0.6931471805599453,8.434246270595311,No
31,Travel_Rarely,1276,R&D,2,Below School,Medical,1,Very High,Female,59,Low,Entry Level,Laboratory Technician,Very High,Divorced,1129,17536,1,Yes,11,Good,High,80,3,1,4,Good,1,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,7.029972911706386,No
41,Non-Travel,256,Sales,10,School,Medical,1,High,Male,40,Low,Junior Level,Sales Executive,Medium,Single,6151,22074,1,No,13,Good,Low,80,0,19,4,Good,19,0.1,0.45,0.55,2.995732273553991,2.995732273553991,2.4849066497880004,8.72453251118548,No
37,Travel_Rarely,370,R&D,10,Masters,Medical,1,Very High,Male,58,High,Junior Level,Manufacturing Director,Low,Single,4213,4992,1,No,15,Good,Medium,80,0,10,4,Poor,10,0.273,0.727,0.0,2.3978952727983707,2.3978952727983707,0.0,8.346167594364134,Yes
32,Travel_Rarely,414,Sales,2,Masters,Marketing,1,High,Male,82,Medium,Junior Level,Sales Executive,Medium,Single,9907,26186,7,Yes,12,Good,High,80,0,7,3,Average,2,0.667,0.667,0.667,2.0794415416798357,1.0986122886681096,1.0986122886681096,9.20109779060925,Yes
42,Travel_Frequently,1474,R&D,5,School,Other,1,Medium,Male,97,High,Entry Level,Laboratory Technician,High,Married,2093,9260,4,No,17,Good,Very High,80,1,8,4,Good,2,0.667,0.0,0.667,2.1972245773362196,1.0986122886681096,1.0986122886681096,7.646831391430482,No
28,Travel_Rarely,329,R&D,24,Bachelors,Medical,1,High,Male,51,High,Entry Level,Laboratory Technician,Medium,Married,2408,7324,1,Yes,17,Good,High,80,3,1,3,Good,1,0.5,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,7.786967002614872,Yes
38,Travel_Frequently,594,R&D,2,School,Medical,1,High,Female,75,Medium,Entry Level,Laboratory Technician,Medium,Married,2468,15963,4,No,14,Good,Medium,80,1,9,4,Average,6,0.143,0.714,0.0,2.302585092994046,1.9459101490553132,0.0,7.81156848934518,No
21,Travel_Rarely,1427,R&D,18,Below School,Other,1,Very High,Female,65,High,Entry Level,Research Scientist,Very High,Single,2693,8870,1,No,19,Good,Low,80,0,1,3,Average,1,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,7.898782356970309,Yes
35,Travel_Rarely,219,R&D,16,School,Other,1,Very High,Female,44,Medium,Junior Level,Manufacturing Director,Medium,Married,4788,25388,0,Yes,11,Good,Very High,80,0,4,2,Good,3,0.5,0.5,0.0,1.6094379124341003,1.3862943611198906,0.0,8.47407690034261,No
31,Travel_Rarely,1079,Sales,16,Masters,Marketing,1,Low,Male,70,High,Mid Level,Sales Executive,High,Married,8161,19002,2,No,13,Good,Low,80,3,10,2,Good,1,0.0,0.0,0.0,2.3978952727983707,0.6931471805599453,0.0,9.00724451596575,Yes
40,Travel_Rarely,750,R&D,12,Bachelors,Life Sciences,1,Medium,Female,47,High,Junior Level,Healthcare Representative,Low,Divorced,4448,10748,2,No,12,Good,Medium,80,1,15,3,Good,7,0.5,0.875,0.875,2.772588722239781,2.0794415416798357,2.0794415416798357,8.400434630806041,No
52,Travel_Rarely,723,R&D,8,Masters,Medical,1,High,Male,85,Medium,Junior Level,Research Scientist,Medium,Married,4941,17747,2,No,15,Good,Low,80,0,11,3,Average,8,0.222,0.778,0.778,2.4849066497880004,2.1972245773362196,2.0794415416798357,8.505525386548555,Yes
37,Travel_Frequently,1231,Sales,21,School,Medical,1,High,Female,54,High,Entry Level,Sales Representative,Very High,Married,2973,21222,5,No,15,Good,Medium,80,1,10,3,Good,5,0.667,0.0,0.0,2.3978952727983707,1.791759469228055,0.0,7.9976631270201,No
31,Non-Travel,335,R&D,9,School,Medical,1,High,Male,46,Medium,Entry Level,Research Scientist,Low,Single,2321,10322,0,Yes,22,Excellent,Low,80,0,4,0,Good,3,0.5,0.5,0.25,1.6094379124341003,1.3862943611198906,0.6931471805599453,7.7501841622578365,Yes
33,Travel_Rarely,867,R&D,8,Masters,Life Sciences,1,Very High,Male,90,Very High,Entry Level,Research Scientist,Low,Married,3143,6076,6,No,19,Good,Medium,80,1,14,1,Good,10,0.727,0.545,0.636,2.70805020110221,2.3978952727983707,2.0794415416798357,8.053251153549096,No
18,Non-Travel,1124,R&D,1,Bachelors,Life Sciences,1,Very High,Female,97,High,Entry Level,Laboratory Technician,Very High,Single,1611,19305,1,No,15,Good,High,80,0,0,5,Excellent,0,0.0,0.0,0.0,0.0,0.0,0.0,7.385230923066573,No
52,Travel_Frequently,890,R&D,25,Masters,Medical,1,High,Female,81,Medium,Senior Level,Manufacturing Director,Very High,Married,13826,19028,3,No,22,Excellent,High,80,0,31,3,Good,9,0.8,0.0,0.0,3.4657359027997265,2.302585092994046,0.0,9.534378481388618,No
42,Travel_Frequently,1271,R&D,2,Below School,Medical,1,Medium,Male,35,High,Entry Level,Research Scientist,Very High,Single,2515,9068,5,Yes,14,Good,Very High,80,0,8,2,Good,2,0.333,0.667,0.667,2.1972245773362196,1.0986122886681096,1.0986122886681096,7.830425617820331,No
27,Travel_Rarely,1054,R&D,8,Bachelors,Medical,1,High,Female,67,High,Entry Level,Research Scientist,Very High,Single,3445,6152,1,No,11,Good,High,80,0,6,5,Average,6,0.286,0.571,0.143,1.9459101490553132,1.9459101490553132,0.6931471805599453,8.144969417087875,No
37,Travel_Rarely,161,R&D,10,Bachelors,Life Sciences,1,High,Female,42,Very High,Mid Level,Research Director,Very High,Married,13744,15471,1,Yes,25,Excellent,Low,80,1,16,2,Good,16,0.647,0.471,0.353,2.833213344056216,2.833213344056216,1.9459101490553132,9.528430400599346,No
49,Travel_Rarely,1313,Sales,11,Masters,Marketing,1,Very High,Female,80,High,Junior Level,Sales Executive,Very High,Single,4507,8191,3,No,12,Good,High,80,0,8,1,Excellent,5,0.167,0.667,0.0,2.1972245773362196,1.791759469228055,0.0,8.413608875159667,No
41,Travel_Rarely,337,Sales,8,Bachelors,Marketing,1,High,Female,54,High,Junior Level,Sales Executive,Medium,Married,4393,26841,5,No,21,Excellent,High,80,1,14,3,Good,5,0.667,0.667,0.167,2.70805020110221,1.791759469228055,0.6931471805599453,8.387995252944556,No
37,Travel_Rarely,309,Sales,10,Masters,Life Sciences,1,Very High,Female,88,Medium,Junior Level,Sales Executive,Very High,Divorced,6694,24223,2,Yes,14,Good,High,80,3,8,5,Good,1,0.0,0.0,0.0,2.1972245773362196,0.6931471805599453,0.0,8.809116258125274,No
29,Travel_Rarely,341,Sales,1,Bachelors,Medical,1,Medium,Female,48,Medium,Entry Level,Sales Representative,High,Divorced,2800,23522,6,Yes,19,Good,High,80,3,5,3,Good,3,0.5,0.5,0.0,1.791759469228055,1.3862943611198906,0.0,7.937731775260109,Yes
31,Travel_Frequently,667,Sales,1,Masters,Life Sciences,1,Medium,Female,50,Low,Entry Level,Sales Representative,High,Single,1359,16154,1,No,12,Good,Medium,80,0,1,3,Good,1,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,7.215239978730097,Yes
53,Travel_Rarely,346,R&D,6,Bachelors,Life Sciences,1,Very High,Male,86,High,Junior Level,Laboratory Technician,Very High,Single,2450,10919,2,No,17,Good,Very High,80,0,19,4,Good,2,0.667,0.667,0.667,2.995732273553991,1.0986122886681096,1.0986122886681096,7.804251383528112,No
38,Travel_Rarely,1333,R&D,1,Bachelors,Technical Degree,1,Very High,Female,80,High,Mid Level,Research Director,Low,Married,13582,16292,1,No,13,Good,Medium,80,1,15,3,Good,15,0.75,0.688,0.312,2.772588722239781,2.772588722239781,1.791759469228055,9.51657428982249,No
37,Travel_Rarely,571,R&D,10,Below School,Life Sciences,1,Very High,Female,82,High,Entry Level,Research Scientist,Low,Divorced,2782,19905,0,Yes,13,Good,Medium,80,2,6,3,Average,5,0.5,0.5,0.667,1.9459101490553132,1.791759469228055,1.6094379124341003,7.931284761525891,No
30,Travel_Rarely,1288,Sales,29,Masters,Technical Degree,1,High,Male,33,High,Mid Level,Sales Executive,Medium,Married,9250,17799,3,No,12,Good,Medium,80,1,9,3,Good,4,0.4,0.6,0.2,2.302585092994046,1.6094379124341003,0.6931471805599453,9.132486932771318,No
41,Travel_Rarely,548,R&D,9,Masters,Life Sciences,1,High,Male,94,High,Entry Level,Laboratory Technician,Low,Divorced,2289,20520,1,No,20,Excellent,Medium,80,2,5,2,Good,5,0.5,0.667,0.0,1.791759469228055,1.791759469228055,0.0,7.736307096548285,No
36,Travel_Rarely,1040,R&D,3,School,Life Sciences,1,Very High,Male,79,Very High,Junior Level,Healthcare Representative,Low,Divorced,6842,26308,6,No,20,Excellent,Low,80,1,13,3,Good,5,0.667,0.667,0.0,2.639057329615259,1.791759469228055,0.0,8.830981510952498,No
34,Travel_Rarely,1442,R&D,9,Bachelors,Medical,1,Very High,Female,46,Medium,Mid Level,Healthcare Representative,Medium,Single,8621,17654,1,No,14,Good,Medium,80,0,9,3,Excellent,8,0.778,0.778,0.778,2.302585092994046,2.1972245773362196,2.0794415416798357,9.06207235530708,No
35,Travel_Rarely,660,Sales,7,Below School,Life Sciences,1,Very High,Male,76,High,Entry Level,Sales Representative,High,Married,2404,16192,1,No,13,Good,Low,80,1,1,3,Good,1,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,7.785305182539862,No
28,Travel_Rarely,654,R&D,1,School,Life Sciences,1,Low,Female,67,Low,Entry Level,Research Scientist,Medium,Single,2216,3872,7,Yes,13,Good,Very High,80,0,10,4,Good,7,0.875,0.875,0.375,2.3978952727983707,2.0794415416798357,1.3862943611198906,7.7039102096163115,Yes
47,Travel_Rarely,1225,Sales,2,Masters,Life Sciences,1,Medium,Female,47,Very High,Senior Level,Manager,Medium,Divorced,15972,21086,6,No,14,Good,High,80,3,29,2,Good,3,0.5,0.5,0.25,3.4011973816621555,1.3862943611198906,0.6931471805599453,9.678655075789957,No
26,Non-Travel,265,Sales,29,School,Medical,1,Medium,Male,79,Low,Junior Level,Sales Executive,Low,Single,4969,21813,8,No,18,Good,Very High,80,0,7,6,Good,2,0.667,0.667,0.667,2.0794415416798357,1.0986122886681096,1.0986122886681096,8.511175119090675,Yes
34,Travel_Rarely,735,Sales,3,Below School,Medical,1,Very High,Female,75,Medium,Junior Level,Sales Executive,Very High,Married,8103,16495,3,Yes,12,Good,High,80,0,9,3,Average,4,0.4,0.2,0.0,2.302585092994046,1.6094379124341003,0.0,9.000113045928519,No
31,Travel_Rarely,525,Sales,6,Masters,Medical,1,Low,Male,66,Very High,Junior Level,Sales Executive,Very High,Divorced,5460,6219,4,No,22,Excellent,Very High,80,2,13,4,Excellent,7,0.875,0.875,0.625,2.639057329615259,2.0794415416798357,1.791759469228055,8.605387202152153,No
54,Travel_Rarely,1217,R&D,2,Masters,Technical Degree,1,Low,Female,60,High,Mid Level,Research Director,High,Married,13549,24001,9,No,12,Good,Low,80,1,16,5,Poor,4,0.6,0.6,0.0,2.833213344056216,1.6094379124341003,0.0,9.514141826307847,No
47,Travel_Rarely,465,R&D,1,Bachelors,Technical Degree,1,Low,Male,74,High,Entry Level,Research Scientist,Very High,Married,3420,10205,7,No,12,Good,High,80,1,17,2,Average,6,0.714,0.286,0.143,2.8903717578961645,1.9459101490553132,0.6931471805599453,8.137688184977605,No
25,Travel_Rarely,883,Sales,26,Below School,Medical,1,High,Female,32,High,Junior Level,Sales Executive,Very High,Single,6180,22807,1,No,23,Excellent,Medium,80,0,6,5,Average,6,0.714,0.571,0.143,1.9459101490553132,1.9459101490553132,0.6931471805599453,8.729235349659273,No
55,Travel_Rarely,478,R&D,2,Bachelors,Medical,1,High,Male,60,Medium,Executive Level,Research Director,Low,Married,19038,19805,8,No,12,Good,Medium,80,3,34,2,Good,1,0.0,0.0,0.0,3.5553480614894135,0.6931471805599453,0.0,9.854244785957677,No
50,Travel_Rarely,804,R&D,9,Bachelors,Life Sciences,1,Low,Male,64,High,Entry Level,Laboratory Technician,Very High,Married,2380,20165,4,No,18,Good,Medium,80,0,8,5,Good,1,0.0,0.0,0.0,2.1972245773362196,0.6931471805599453,0.0,7.7752758464868625,No
33,Travel_Rarely,147,HR,2,Bachelors,Human Resources,1,Medium,Male,99,High,Entry Level,Human Resources,High,Married,3600,8429,1,No,13,Good,Very High,80,1,5,2,Good,5,0.667,0.667,0.167,1.791759469228055,1.791759469228055,0.6931471805599453,8.188966863648876,No
44,Travel_Rarely,1117,R&D,2,Below School,Life Sciences,1,Low,Female,72,Very High,Entry Level,Research Scientist,Very High,Married,2011,19982,1,No,13,Good,Very High,80,1,10,5,Good,10,0.455,0.636,0.636,2.3978952727983707,2.3978952727983707,2.0794415416798357,7.60688453121963,No
48,Travel_Rarely,1221,Sales,7,Bachelors,Marketing,1,High,Male,96,High,Junior Level,Sales Executive,Low,Divorced,5486,24795,4,No,11,Good,Low,80,3,15,3,Good,2,0.667,0.667,0.667,2.772588722239781,1.0986122886681096,1.0986122886681096,8.610136937058975,No
22,Travel_Rarely,1136,R&D,5,Bachelors,Life Sciences,1,Very High,Male,60,Very High,Entry Level,Research Scientist,Medium,Divorced,2328,12392,1,Yes,16,Good,Low,80,1,4,2,Average,4,0.4,0.4,0.4,1.6094379124341003,1.6094379124341003,1.0986122886681096,7.753194269884341,No
54,Travel_Rarely,821,R&D,5,School,Medical,1,Low,Male,86,High,Executive Level,Research Director,Low,Married,19406,8509,4,No,11,Good,High,80,1,24,4,Average,4,0.4,0.4,0.2,3.2188758248682006,1.6094379124341003,0.6931471805599453,9.873389104712095,No
34,Travel_Frequently,618,R&D,3,Below School,Life Sciences,1,Low,Male,45,High,Junior Level,Healthcare Representative,Very High,Single,7756,22266,0,No,17,Good,High,80,0,7,1,Average,6,0.286,0.571,0.0,2.0794415416798357,1.9459101490553132,0.0,8.956350940490871,No
35,Travel_Rarely,1361,Sales,17,Masters,Life Sciences,1,High,Male,94,High,Junior Level,Sales Executive,Low,Married,8966,21026,3,Yes,15,Good,Very High,80,3,15,2,Good,7,0.875,0.875,0.125,2.772588722239781,2.0794415416798357,0.6931471805599453,9.101306450952048,No
25,Travel_Rarely,891,Sales,4,School,Life Sciences,1,Medium,Female,99,Medium,Junior Level,Sales Executive,Very High,Single,4487,12090,1,Yes,11,Good,Medium,80,0,5,3,Good,5,0.667,0.5,0.167,1.791759469228055,1.791759469228055,0.6931471805599453,8.409162447202533,No
50,Travel_Rarely,1464,R&D,2,Masters,Medical,1,Medium,Male,62,High,Executive Level,Research Director,High,Married,19237,12853,2,Yes,11,Good,Very High,80,1,29,2,Average,8,0.111,0.778,0.778,3.4011973816621555,2.1972245773362196,2.0794415416798357,9.86464276871256,No
26,Travel_Rarely,482,R&D,1,School,Life Sciences,1,Medium,Female,90,Medium,Entry Level,Research Scientist,High,Married,2933,14908,1,Yes,13,Good,High,80,1,1,3,Average,1,0.0,0.0,0.5,0.6931471805599453,0.6931471805599453,0.6931471805599453,7.984121958702927,No
32,Travel_Rarely,371,Sales,19,Bachelors,Life Sciences,1,Very High,Male,80,Low,Mid Level,Sales Executive,High,Married,9610,3840,3,No,13,Good,High,80,1,10,2,Poor,4,0.6,0.4,0.0,2.3978952727983707,1.6094379124341003,0.0,9.170663554823284,No
41,Travel_Rarely,1283,R&D,5,PhD,Medical,1,Medium,Male,90,Very High,Entry Level,Research Scientist,High,Married,2127,5561,2,Yes,12,Good,Low,80,0,7,5,Average,4,0.4,0.6,0.0,2.0794415416798357,1.6094379124341003,0.0,7.662937850461535,No
38,Travel_Rarely,395,Sales,9,Bachelors,Marketing,1,Medium,Male,98,Medium,Entry Level,Sales Representative,Medium,Married,2899,12102,0,No,19,Good,Very High,80,1,3,3,Good,2,0.667,0.667,0.333,1.3862943611198906,1.0986122886681096,0.6931471805599453,7.9724660159745655,No
28,Travel_Rarely,760,Sales,2,Masters,Marketing,1,Medium,Female,81,High,Junior Level,Sales Executive,Medium,Married,4779,3698,1,Yes,20,Excellent,Low,80,0,8,2,Good,8,0.778,0.556,0.778,2.1972245773362196,2.1972245773362196,2.0794415416798357,8.472195825485501,No
41,Travel_Frequently,1018,Sales,1,Bachelors,Marketing,1,High,Female,66,High,Junior Level,Sales Executive,Low,Divorced,4103,4297,0,No,17,Good,Very High,80,1,10,2,Good,9,0.3,0.7,0.1,2.3978952727983707,2.302585092994046,0.6931471805599453,8.319717386850606,No
35,Travel_Rarely,622,R&D,14,Masters,Other,1,High,Male,39,Medium,Entry Level,Laboratory Technician,Medium,Divorced,3743,10074,1,Yes,24,Excellent,Very High,80,1,5,2,Poor,4,0.4,0.4,0.0,1.791759469228055,1.6094379124341003,0.0,8.227909837597483,Yes
25,Travel_Rarely,867,Sales,19,School,Marketing,1,High,Male,36,Medium,Entry Level,Sales Representative,Medium,Married,2413,18798,1,Yes,18,Good,High,80,3,1,2,Good,1,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,7.789040401657477,Yes
58,Travel_Rarely,682,Sales,10,Masters,Medical,1,Very High,Male,37,High,Senior Level,Sales Executive,High,Single,13872,24409,0,No,13,Good,High,80,0,38,1,Average,37,0.263,0.211,0.026,3.6635616461296463,3.6375861597263857,0.6931471805599453,9.537699784080726,No
48,Non-Travel,1262,R&D,1,Masters,Medical,1,Low,Male,35,Very High,Senior Level,Manager,Very High,Single,16885,16154,2,No,22,Excellent,High,80,0,27,3,Average,5,0.667,0.167,0.333,3.332204510175204,1.791759469228055,1.0986122886681096,9.734240155229445,No
52,Travel_Rarely,319,R&D,3,Bachelors,Medical,1,Very High,Male,39,Medium,Mid Level,Manufacturing Director,High,Married,7969,19609,2,Yes,14,Good,High,80,0,28,4,Good,5,0.667,0.667,0.0,3.367295829986474,1.791759469228055,0.0,8.98343977178426,No
53,Travel_Rarely,238,Sales,1,Below School,Medical,1,Very High,Female,34,High,Junior Level,Sales Executive,Low,Single,8381,7507,7,No,20,Excellent,Very High,80,0,18,2,Excellent,14,0.467,0.667,0.533,2.9444389791664403,2.70805020110221,2.1972245773362196,9.033841828485016,No
49,Travel_Rarely,271,R&D,3,School,Medical,1,High,Female,43,Medium,Junior Level,Laboratory Technician,Low,Married,4789,23070,4,No,25,Excellent,Low,80,1,10,3,Good,3,0.5,0.5,0.25,2.3978952727983707,1.3862943611198906,0.6931471805599453,8.474285690404962,No
28,Travel_Frequently,1496,Sales,1,Bachelors,Technical Degree,1,Low,Male,92,High,Entry Level,Sales Representative,High,Married,2909,15747,3,No,15,Good,Very High,80,1,5,3,Excellent,3,0.5,0.5,0.25,1.791759469228055,1.3862943611198906,0.6931471805599453,7.975908360165538,Yes
28,Travel_Frequently,193,R&D,2,Bachelors,Life Sciences,1,Very High,Male,52,Medium,Entry Level,Laboratory Technician,Very High,Married,3867,14222,1,Yes,12,Good,Medium,80,1,2,2,Good,2,0.667,0.667,0.667,1.0986122886681096,1.0986122886681096,1.0986122886681096,8.260492856573185,No
51,Travel_Rarely,1323,R&D,4,Masters,Life Sciences,1,Low,Male,34,High,Entry Level,Research Scientist,High,Married,2461,10332,9,Yes,12,Good,High,80,3,18,2,Excellent,10,0.0,0.636,0.182,2.9444389791664403,2.3978952727983707,1.0986122886681096,7.808729306744399,Yes
27,Travel_Frequently,472,R&D,1,Below School,Technical Degree,1,High,Male,60,Medium,Junior Level,Manufacturing Director,Low,Married,4298,9679,5,No,19,Good,High,80,1,6,1,Good,2,0.667,0.0,0.667,1.9459101490553132,1.0986122886681096,1.0986122886681096,8.366137716496281,No
26,Travel_Rarely,1355,HR,25,Below School,Life Sciences,1,High,Female,61,High,Entry Level,Human Resources,High,Married,2942,8916,1,No,23,Excellent,Very High,80,1,8,3,Good,8,0.778,0.778,0.556,2.1972245773362196,2.1972245773362196,1.791759469228055,7.987184748233473,No
44,Travel_Frequently,383,Sales,1,PhD,Marketing,1,Low,Female,79,High,Junior Level,Sales Executive,High,Married,4768,9282,7,No,12,Good,High,80,1,11,4,Average,1,0.0,0.0,0.0,2.4849066497880004,0.6931471805599453,0.0,8.469891918298224,No
35,Travel_Rarely,464,R&D,4,School,Other,1,High,Male,75,High,Entry Level,Laboratory Technician,Very High,Divorced,1951,10910,1,No,12,Good,High,80,1,1,3,Good,1,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,7.5766097669730375,No
27,Travel_Rarely,1377,R&D,11,Below School,Life Sciences,1,Medium,Male,91,High,Entry Level,Laboratory Technician,Low,Married,2099,7679,0,No,14,Good,Medium,80,0,6,3,Excellent,5,0.0,0.667,0.167,1.9459101490553132,1.791759469228055,0.6931471805599453,7.649692623711514,No
52,Travel_Rarely,1323,R&D,2,Bachelors,Life Sciences,1,High,Female,89,Medium,Entry Level,Laboratory Technician,Very High,Single,3212,3300,7,No,15,Good,Medium,80,0,6,3,Average,2,0.667,0.667,0.667,1.9459101490553132,1.0986122886681096,1.0986122886681096,8.074960359115858,No
34,Non-Travel,1362,Sales,19,Bachelors,Marketing,1,Low,Male,67,Very High,Junior Level,Sales Executive,Very High,Single,5304,4652,8,Yes,13,Good,Medium,80,0,9,3,Average,5,0.333,0.667,0.0,2.302585092994046,1.791759469228055,0.0,8.576405051048084,Yes
26,Travel_Rarely,1449,R&D,16,Masters,Medical,1,Low,Male,45,High,Entry Level,Laboratory Technician,Medium,Divorced,2373,14180,2,Yes,13,Good,Very High,80,1,5,2,Good,3,0.5,0.5,0.0,1.791759469228055,1.3862943611198906,0.0,7.772331575169614,Yes
26,Travel_Rarely,1349,R&D,23,Bachelors,Life Sciences,1,Low,Female,90,High,Entry Level,Research Scientist,Very High,Divorced,2886,3032,1,No,22,Excellent,Medium,80,2,3,3,Poor,3,0.5,0.5,0.0,1.3862943611198906,1.3862943611198906,0.0,7.967973179662935,No
40,Travel_Rarely,555,R&D,2,Bachelors,Medical,1,Medium,Female,78,Medium,Junior Level,Laboratory Technician,High,Married,3448,13436,6,No,22,Excellent,Medium,80,1,20,3,Good,1,0.0,0.0,0.0,3.044522437723423,0.6931471805599453,0.0,8.145839612936841,No
47,Travel_Rarely,202,R&D,2,School,Other,1,High,Female,33,High,Senior Level,Manager,Very High,Married,16752,12982,1,Yes,11,Good,High,80,1,26,3,Average,26,0.519,0.0,0.111,3.295836866004329,3.295836866004329,1.3862943611198906,9.726332625693532,No
35,Travel_Rarely,737,Sales,10,Bachelors,Medical,1,Very High,Male,55,Medium,Mid Level,Sales Executive,Low,Married,10306,21530,9,No,17,Good,High,80,0,15,3,Good,13,0.857,0.0,0.429,2.772588722239781,2.639057329615259,1.9459101490553132,9.240578555036793,Yes
